# ==============================================================================
# ODOO MES BOMs: DROHNEN GmbH - KOMPLETT (Level 1 + Level 2)
# Multi-Level Structure: Haupt-BOMs + Phantom Sub-BOMs
# ==============================================================================

# LEVEL 1: HAUPT-BOMs (3 Drohnen-Templates)
# Format: id,product_tmpl_id/default_code,product_qty,product_uom_id/id,bom_line_ids/id,bom_line_ids/product_id/default_code,bom_line_ids/product_qty,bom_line_ids/product_uom_id/id
id,product_tmpl_id/default_code,product_qty,product_uom_id/id,bom_line_ids/id,bom_line_ids/product_id/default_code,bom_line_ids/product_qty,bom_line_ids/product_uom_id/id

# EVO2 Spartan (029.3.000)
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0001000,000.1.000,4,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0011000,001.1.000,7,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0020000,002.0.000,2,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0030000,003.0.000,2,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0041000,004.1.000,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0051000,005.1.000,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0061000,006.1.000,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0071000,007.1.000,8.5,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0081000,008.1.000,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0091000,009.1.000,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0101000,010.1.000,4,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0111000,011.1.000,4,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0120000,012.0.000,8,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0130000,013.0.000,4,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0141000,014.1.000,30,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0151000,015.1.000,12,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0161000,016.1.000,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0171000,017.1.000,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0182000,018.2.000,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0182001,018.2.001,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0182002,018.2.002,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0182003,018.2.003,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0182004,018.2.004,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0182005,018.2.005,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0182006,018.2.006,1,unit.product_uom_unit
bom_evo_spartan,029.3.000,1,unit.product_uom_unit,bom_evo_spartan_0182007,018.2.007,1,unit.product_uom_unit



# EVO2 Lightweight (029.3.001) 
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0001000,000.1.000,4,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0011000,001.1.000,7,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0020000,002.0.000,2,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0030000,003.0.000,2,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0041000,004.1.000,1,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0051000,005.1.000,1,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0061000,006.1.000,1,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0071000,007.1.000,8.5,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0081000,008.1.000,1,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0091000,009.1.000,1,unit.product_uom_unit
bom_evo_lightweight,029.3.001,1,unit.product_uom_unit,bom_evo_lw_0101000,010.1.000,4,unit.product_uom_unit
